item_index,timestamp,item_id,target_value
114,2020-02-24 15:15:31,10842,5
115,2020-02-24 15:20:31,10842,5
116,2020-02-24 15:25:31,10842,5
117,2020-02-24 15:30:31,10842,15
118,2020-02-24 15:35:31,10842,25
119,2020-02-24 15:40:31,10842,35
120,2020-02-24 15:45:31,10842,35
121,2020-02-24 15:50:31,10842,35
122,2020-02-24 15:55:31,10842,35
123,2020-02-24 16:00:31,10842,35
124,2020-02-24 16:05:31,10842,35
125,2020-02-24 16:10:31,10842,35
126,2020-02-24 16:15:31,10842,35
127,2020-02-24 16:20:31,10842,45
128,2020-02-24 16:25:31,10842,45
129,2020-02-24 16:30:30,10842,45
130,2020-02-24 16:35:31,10842,45
131,2020-02-24 16:40:31,10842,45
132,2020-02-24 16:46:28,10842,45
133,2020-02-24 16:50:30,10842,45
134,2020-02-24 16:55:32,10842,45
135,2020-02-24 17:00:31,10842,45
136,2020-02-24 17:05:31,10842,45
137,2020-02-24 17:10:31,10842,45
138,2020-02-24 17:15:31,10842,60
139,2020-02-24 17:20:31,10842,60
140,2020-02-24 17:25:31,10842,60
141,2020-02-24 17:30:31,10842,60
142,2020-02-24 17:35:31,10842,60
143,2020-02-24 17:40:31,10842,50
144,2020-02-24 17:45:31,10842,50
145,2020-02-24 17:50:31,10842,55
146,2020-02-24 17:55:31,10842,55
147,2020-02-24 18:00:31,10842,55
148,2020-02-24 18:06:31,10842,55
149,2020-02-24 18:10:31,10842,55
150,2020-02-24 18:15:30,10842,55
151,2020-02-24 18:20:30,10842,55
152,2020-02-24 18:25:31,10842,55
153,2020-02-24 18:30:31,10842,55
154,2020-02-24 18:35:30,10842,55
155,2020-02-24 18:40:31,10842,55
156,2020-02-24 18:45:31,10842,55
157,2020-02-24 18:50:31,10842,55
158,2020-02-24 18:55:31,10842,55
159,2020-02-24 19:00:32,10842,35
160,2020-02-24 19:05:31,10842,35
161,2020-02-24 19:10:31,10842,45
162,2020-02-24 19:15:31,10842,55
163,2020-02-24 19:20:31,10842,55
164,2020-02-24 19:25:31,10842,45
165,2020-02-24 19:30:31,10842,45
166,2020-02-24 19:35:31,10842,45
167,2020-02-24 19:40:31,10842,45
168,2020-02-24 19:45:31,10842,45
169,2020-02-24 19:50:31,10842,45
170,2020-02-24 19:55:31,10842,45
171,2020-02-24 20:00:30,10842,45
172,2020-02-24 20:05:31,10842,45
173,2020-02-24 20:10:30,10842,45
174,2020-02-24 20:15:31,10842,45
175,2020-02-24 20:20:31,10842,45
176,2020-02-24 20:25:31,10842,45
177,2020-02-24 20:30:32,10842,45
178,2020-02-24 20:35:31,10842,45
179,2020-02-24 20:40:31,10842,45
180,2020-02-24 20:45:31,10842,45
181,2020-02-24 20:50:31,10842,45
182,2020-02-24 20:55:31,10842,45
183,2020-02-25 12:05:31,10842,-1
184,2020-02-25 12:10:31,10842,-1
185,2020-02-25 12:15:30,10842,-1
186,2020-02-25 12:20:31,10842,-1
187,2020-02-25 12:25:31,10842,-1
188,2020-02-25 12:30:31,10842,-1
189,2020-02-25 12:35:31,10842,-1
190,2020-02-25 12:40:30,10842,-1
191,2020-02-25 12:45:31,10842,5
192,2020-02-25 12:50:31,10842,5
193,2020-02-25 12:55:31,10842,5
194,2020-02-25 13:00:31,10842,-1
195,2020-02-25 13:05:31,10842,-1
196,2020-02-25 13:10:31,10842,-1
197,2020-02-25 13:15:31,10842,-1
198,2020-02-25 13:20:31,10842,-1
199,2020-02-25 13:25:31,10842,-1
200,2020-02-25 13:30:30,10842,-1
201,2020-02-25 13:35:32,10842,-1
202,2020-02-25 13:40:31,10842,-1
203,2020-02-25 13:45:31,10842,-1
204,2020-02-25 13:50:31,10842,-1
205,2020-02-25 13:55:31,10842,-1
206,2020-02-25 14:00:32,10842,-1
207,2020-02-25 14:05:31,10842,-1
208,2020-02-25 14:10:31,10842,5
209,2020-02-25 14:15:31,10842,5
210,2020-02-25 14:20:31,10842,5
211,2020-02-25 14:25:31,10842,5
212,2020-02-25 14:30:31,10842,5
213,2020-02-25 14:35:31,10842,5
214,2020-02-25 14:40:30,10842,5
215,2020-02-25 14:45:31,10842,5
216,2020-02-25 14:50:31,10842,5
217,2020-02-25 14:56:32,10842,5
218,2020-02-25 15:00:31,10842,5
219,2020-02-25 15:05:31,10842,5
220,2020-02-25 15:10:31,10842,5
221,2020-02-25 15:15:31,10842,15
222,2020-02-25 15:20:30,10842,15
223,2020-02-25 15:26:26,10842,15
224,2020-02-25 15:30:31,10842,15
225,2020-02-25 15:35:31,10842,15
226,2020-02-25 15:40:30,10842,30
227,2020-02-25 15:46:27,10842,30
228,2020-02-25 15:50:32,10842,-2
229,2020-02-25 15:55:31,10842,-2
230,2020-02-25 16:00:31,10842,-2
231,2020-02-25 16:05:31,10842,-2
232,2020-02-25 16:10:31,10842,25
233,2020-02-25 16:16:30,10842,15
234,2020-02-25 16:20:31,10842,15
235,2020-02-25 16:25:31,10842,15
236,2020-02-25 16:30:31,10842,15
237,2020-02-25 16:35:31,10842,15
238,2020-02-25 16:40:31,10842,15
239,2020-02-25 16:45:31,10842,15
240,2020-02-25 16:50:31,10842,15
241,2020-02-25 16:56:25,10842,35
242,2020-02-25 17:00:31,10842,45
243,2020-02-25 17:05:31,10842,45
244,2020-02-25 17:10:31,10842,45
245,2020-02-25 17:15:31,10842,45
246,2020-02-25 17:20:31,10842,45
247,2020-02-25 17:26:30,10842,45
248,2020-02-25 17:30:31,10842,45
249,2020-02-25 17:36:24,10842,45
250,2020-02-25 17:40:31,10842,45
251,2020-02-25 17:45:32,10842,45
252,2020-02-25 17:50:31,10842,45
253,2020-02-25 17:55:31,10842,45
254,2020-02-25 18:00:31,10842,45
255,2020-02-25 18:05:30,10842,45
256,2020-02-25 18:10:31,10842,45
257,2020-02-25 18:15:31,10842,45
258,2020-02-25 18:20:31,10842,45
259,2020-02-25 18:28:22,10842,45
260,2020-02-25 18:30:31,10842,45
261,2020-02-25 18:36:37,10842,45
262,2020-02-25 18:40:31,10842,35
263,2020-02-25 18:46:28,10842,35
264,2020-02-25 18:50:31,10842,35
265,2020-02-25 18:55:31,10842,35
266,2020-02-25 19:00:31,10842,35
267,2020-02-25 19:05:32,10842,35
268,2020-02-25 19:10:31,10842,35
269,2020-02-25 19:15:31,10842,60
270,2020-02-25 19:20:31,10842,60
271,2020-02-25 19:26:29,10842,60
272,2020-02-25 19:30:31,10842,60
273,2020-02-25 19:36:34,10842,60
274,2020-02-25 19:40:32,10842,60
275,2020-02-25 19:46:31,10842,45
276,2020-02-25 19:50:31,10842,45
277,2020-02-25 19:56:33,10842,45
278,2020-02-25 20:00:31,10842,45
279,2020-02-25 20:05:31,10842,45
280,2020-02-25 20:10:31,10842,45
281,2020-02-25 20:15:31,10842,45
282,2020-02-25 20:20:31,10842,45
283,2020-02-25 20:26:35,10842,45
284,2020-02-25 20:30:31,10842,45
285,2020-02-25 20:35:31,10842,45
286,2020-02-25 20:40:31,10842,15
287,2020-02-25 20:45:31,10842,15
288,2020-02-25 20:50:31,10842,15
289,2020-02-25 20:56:28,10842,15
290,2020-02-26 12:08:43,10842,-1
291,2020-02-26 12:10:31,10842,-1
292,2020-02-26 12:15:31,10842,-1
293,2020-02-26 12:20:31,10842,-1
294,2020-02-26 12:25:31,10842,-1
295,2020-02-26 12:30:31,10842,-1
296,2020-02-26 12:35:31,10842,-1
297,2020-02-26 12:40:30,10842,-1
298,2020-02-26 12:45:31,10842,-1
299,2020-02-26 12:50:31,10842,-1
300,2020-02-26 12:58:35,10842,-1
301,2020-02-26 13:00:31,10842,-1
302,2020-02-26 13:05:31,10842,-1
303,2020-02-26 13:10:31,10842,-1
304,2020-02-26 13:18:32,10842,-1
305,2020-02-26 13:20:31,10842,-1
306,2020-02-26 13:28:28,10842,-1
307,2020-02-26 13:30:31,10842,-1
308,2020-02-26 13:36:32,10842,-1
309,2020-02-26 13:40:31,10842,-1
310,2020-02-26 13:45:31,10842,-1
311,2020-02-26 13:50:31,10842,-1
312,2020-02-26 13:55:31,10842,-1
313,2020-02-26 14:00:31,10842,-1
314,2020-02-26 14:05:31,10842,5
315,2020-02-26 14:10:31,10842,5
316,2020-02-26 14:15:31,10842,5
317,2020-02-26 14:20:31,10842,5
318,2020-02-26 14:25:31,10842,5
319,2020-02-26 14:30:32,10842,5
320,2020-02-26 14:35:31,10842,5
321,2020-02-26 14:40:31,10842,5
322,2020-02-26 14:46:27,10842,5
323,2020-02-26 14:50:31,10842,5
324,2020-02-26 14:55:31,10842,5
325,2020-02-26 15:00:31,10842,5
326,2020-02-26 15:05:31,10842,5
327,2020-02-26 15:10:31,10842,5
328,2020-02-26 15:15:31,10842,5
329,2020-02-26 15:20:31,10842,5
330,2020-02-26 15:25:31,10842,5
331,2020-02-26 15:30:31,10842,5
332,2020-02-26 15:35:30,10842,5
333,2020-02-26 15:40:31,10842,5
334,2020-02-26 15:45:31,10842,5
335,2020-02-26 15:50:31,10842,5
336,2020-02-26 15:55:32,10842,5
337,2020-02-26 16:00:31,10842,5
338,2020-02-26 16:05:31,10842,5
339,2020-02-26 16:10:31,10842,5
340,2020-02-26 16:15:31,10842,5
341,2020-02-26 16:20:31,10842,5
342,2020-02-26 16:25:31,10842,5
343,2020-02-26 16:30:31,10842,5
344,2020-02-26 16:35:31,10842,5
345,2020-02-26 16:40:31,10842,5
346,2020-02-26 16:45:31,10842,5
347,2020-02-26 16:50:31,10842,5
348,2020-02-26 16:55:31,10842,5
349,2020-02-26 17:00:31,10842,5
350,2020-02-26 17:05:31,10842,5
351,2020-02-26 17:10:31,10842,5
352,2020-02-26 17:15:31,10842,5
353,2020-02-26 17:20:31,10842,5
354,2020-02-26 17:25:31,10842,5
355,2020-02-26 17:30:30,10842,5
356,2020-02-26 17:35:31,10842,5
357,2020-02-26 17:40:31,10842,5
358,2020-02-26 17:45:30,10842,5
359,2020-02-26 17:50:31,10842,5
360,2020-02-26 17:55:31,10842,5
361,2020-02-26 18:00:31,10842,5
362,2020-02-26 18:05:31,10842,5
363,2020-02-26 18:10:31,10842,10
364,2020-02-26 18:15:31,10842,10
365,2020-02-26 18:20:31,10842,10
366,2020-02-26 18:25:31,10842,10
367,2020-02-26 18:30:31,10842,10
368,2020-02-26 18:35:31,10842,10
369,2020-02-26 18:40:31,10842,10
370,2020-02-26 18:45:31,10842,10
371,2020-02-26 18:50:31,10842,10
372,2020-02-26 18:55:31,10842,10
373,2020-02-26 19:00:31,10842,10
374,2020-02-26 19:05:31,10842,10
375,2020-02-26 19:10:31,10842,10
376,2020-02-26 19:15:31,10842,10
377,2020-02-26 19:20:31,10842,10
378,2020-02-26 19:25:31,10842,10
379,2020-02-26 19:30:31,10842,10
380,2020-02-26 19:35:31,10842,10
381,2020-02-26 19:40:31,10842,10
382,2020-02-26 19:45:31,10842,10
383,2020-02-26 19:50:31,10842,10
384,2020-02-26 19:55:31,10842,10
385,2020-02-26 20:00:31,10842,10
386,2020-02-26 20:05:31,10842,10
387,2020-02-26 20:10:31,10842,10
388,2020-02-26 20:15:31,10842,10
389,2020-02-26 20:20:31,10842,10
390,2020-02-26 20:25:30,10842,10
391,2020-02-26 20:30:31,10842,10
392,2020-02-26 20:35:31,10842,5
393,2020-02-26 20:40:31,10842,5
394,2020-02-26 20:45:31,10842,5
395,2020-02-26 20:50:32,10842,5
396,2020-02-26 20:55:31,10842,5
397,2020-02-27 12:05:31,10842,-3
398,2020-02-27 12:10:30,10842,-3
399,2020-02-27 12:15:31,10842,-3
400,2020-02-27 12:20:31,10842,-1
401,2020-02-27 12:25:31,10842,-1
402,2020-02-27 12:30:32,10842,-1
403,2020-02-27 12:35:31,10842,-1
404,2020-02-27 12:40:31,10842,-1
405,2020-02-27 12:45:31,10842,-1
406,2020-02-27 12:50:31,10842,-1
407,2020-02-27 12:56:25,10842,-1
408,2020-02-27 13:00:31,10842,-1
409,2020-02-27 13:05:31,10842,-1
410,2020-02-27 13:10:31,10842,-1
411,2020-02-27 13:15:31,10842,-1
412,2020-02-27 13:20:31,10842,-1
413,2020-02-27 13:25:31,10842,-1
414,2020-02-27 13:30:31,10842,-1
415,2020-02-27 13:35:31,10842,-1
416,2020-02-27 13:40:30,10842,-1
417,2020-02-27 13:45:31,10842,-1
418,2020-02-27 13:50:31,10842,-1
419,2020-02-27 13:55:31,10842,-1
420,2020-02-27 14:00:31,10842,5
421,2020-02-27 14:05:31,10842,5
422,2020-02-27 14:10:31,10842,5
423,2020-02-27 14:15:31,10842,5
424,2020-02-27 14:20:30,10842,5
425,2020-02-27 14:25:31,10842,5
426,2020-02-27 14:30:31,10842,5
427,2020-02-27 14:35:31,10842,5
428,2020-02-27 14:40:31,10842,5
429,2020-02-27 14:45:31,10842,5
430,2020-02-27 14:50:31,10842,5
431,2020-02-27 14:55:30,10842,5
432,2020-02-27 15:00:31,10842,5
433,2020-02-27 15:05:31,10842,5
434,2020-02-27 15:10:31,10842,5
435,2020-02-27 15:15:31,10842,5
436,2020-02-27 15:20:31,10842,5
437,2020-02-27 15:25:31,10842,5
438,2020-02-27 15:30:31,10842,5
439,2020-02-27 15:35:31,10842,5
440,2020-02-27 15:40:31,10842,5
441,2020-02-27 15:45:31,10842,5
442,2020-02-27 15:50:31,10842,5
443,2020-02-27 15:55:31,10842,5
444,2020-02-27 16:00:31,10842,5
445,2020-02-27 16:05:31,10842,5
446,2020-02-27 16:10:31,10842,5
447,2020-02-27 16:15:31,10842,5
448,2020-02-27 16:20:31,10842,5
449,2020-02-27 16:25:31,10842,5
450,2020-02-27 16:30:31,10842,5
451,2020-02-27 16:35:31,10842,5
452,2020-02-27 16:40:31,10842,5
453,2020-02-27 16:45:31,10842,5
454,2020-02-27 16:50:31,10842,5
455,2020-02-27 16:55:30,10842,5
456,2020-02-27 17:00:30,10842,5
457,2020-02-27 17:05:31,10842,5
458,2020-02-27 17:10:31,10842,5
459,2020-02-27 17:15:31,10842,5
460,2020-02-27 17:20:31,10842,5
461,2020-02-27 17:25:31,10842,5
462,2020-02-27 17:30:31,10842,10
463,2020-02-27 17:36:27,10842,10
464,2020-02-27 17:40:31,10842,25
465,2020-02-27 17:45:31,10842,25
466,2020-02-27 17:50:32,10842,25
467,2020-02-27 17:55:31,10842,25
468,2020-02-27 18:00:31,10842,15
469,2020-02-27 18:06:32,10842,15
470,2020-02-27 18:10:30,10842,15
471,2020-02-27 18:15:32,10842,10
472,2020-02-27 18:20:32,10842,10
473,2020-02-27 18:25:31,10842,10
474,2020-02-27 18:30:31,10842,10
475,2020-02-27 18:35:31,10842,10
476,2020-02-27 18:40:31,10842,15
477,2020-02-27 18:45:31,10842,20
478,2020-02-27 18:50:31,10842,20
479,2020-02-27 18:55:31,10842,20
480,2020-02-27 19:00:31,10842,20
481,2020-02-27 19:05:31,10842,20
482,2020-02-27 19:10:31,10842,20
483,2020-02-27 19:15:31,10842,40
484,2020-02-27 19:20:31,10842,40
485,2020-02-27 19:25:31,10842,40
486,2020-02-27 19:30:31,10842,40
487,2020-02-27 19:35:31,10842,40
488,2020-02-27 19:40:31,10842,40
489,2020-02-27 19:45:32,10842,40
490,2020-02-27 19:50:30,10842,40
491,2020-02-27 19:55:31,10842,40
492,2020-02-27 20:00:31,10842,40
493,2020-02-27 20:05:31,10842,40
494,2020-02-27 20:10:31,10842,40
495,2020-02-27 20:15:30,10842,10
496,2020-02-27 20:20:31,10842,10
497,2020-02-27 20:25:31,10842,10
498,2020-02-27 20:30:31,10842,10
499,2020-02-27 20:35:31,10842,20
500,2020-02-27 20:40:31,10842,20
501,2020-02-27 20:45:31,10842,20
502,2020-02-27 20:50:31,10842,15
503,2020-02-27 20:55:31,10842,15
504,2020-02-28 12:05:31,10842,-1
505,2020-02-28 12:10:31,10842,-1
506,2020-02-28 12:15:31,10842,-1
507,2020-02-28 12:20:31,10842,-1
508,2020-02-28 12:25:31,10842,-1
509,2020-02-28 12:30:31,10842,-1
510,2020-02-28 12:35:31,10842,-1
511,2020-02-28 12:40:31,10842,-1
512,2020-02-28 12:45:31,10842,-1
513,2020-02-28 12:50:31,10842,-1
514,2020-02-28 12:55:31,10842,15
515,2020-02-28 13:00:31,10842,15
516,2020-02-28 13:05:30,10842,15
517,2020-02-28 13:10:31,10842,15
518,2020-02-28 13:15:31,10842,15
519,2020-02-28 13:20:31,10842,15
520,2020-02-28 13:25:38,10842,15
521,2020-02-28 13:30:31,10842,15
522,2020-02-28 13:35:31,10842,15
523,2020-02-28 13:40:31,10842,15
524,2020-02-28 13:45:31,10842,-3
525,2020-02-28 13:50:31,10842,-3
526,2020-02-28 13:55:31,10842,-3
527,2020-02-28 14:00:31,10842,-3
528,2020-02-28 14:05:31,10842,5
529,2020-02-28 14:10:30,10842,5
530,2020-02-28 14:15:31,10842,5
531,2020-02-28 14:20:31,10842,5
532,2020-02-28 14:25:31,10842,5
533,2020-02-28 14:30:31,10842,5
534,2020-02-28 14:35:30,10842,5
535,2020-02-28 14:40:31,10842,5
536,2020-02-28 14:45:31,10842,5
537,2020-02-28 14:50:31,10842,5
538,2020-02-28 14:55:31,10842,5
539,2020-02-28 15:00:31,10842,5
540,2020-02-28 15:05:31,10842,5
541,2020-02-28 15:10:31,10842,5
542,2020-02-28 15:15:31,10842,5
543,2020-02-28 15:20:32,10842,5
544,2020-02-28 15:25:31,10842,5
545,2020-02-28 15:30:31,10842,5
546,2020-02-28 15:35:30,10842,5
547,2020-02-28 15:40:31,10842,5
548,2020-02-28 15:45:31,10842,5
549,2020-02-28 15:50:31,10842,5
550,2020-02-28 15:55:31,10842,5
551,2020-02-28 16:00:31,10842,5
552,2020-02-28 16:05:31,10842,5
553,2020-02-28 16:10:31,10842,5
554,2020-02-28 16:15:31,10842,5
555,2020-02-28 16:20:31,10842,5
556,2020-02-28 16:28:22,10842,5
557,2020-02-28 16:30:31,10842,5
558,2020-02-28 16:35:31,10842,5
559,2020-02-28 16:40:31,10842,5
560,2020-02-28 16:45:31,10842,5
561,2020-02-28 16:50:30,10842,5
562,2020-02-28 16:56:26,10842,5
563,2020-02-28 17:00:31,10842,5
564,2020-02-28 17:05:31,10842,5
565,2020-02-28 17:10:31,10842,5
566,2020-02-28 17:15:31,10842,5
567,2020-02-28 17:20:31,10842,5
568,2020-02-28 17:25:31,10842,5
569,2020-02-28 17:30:31,10842,5
570,2020-02-28 17:35:31,10842,5
571,2020-02-28 17:40:31,10842,5
572,2020-02-28 17:45:31,10842,5
573,2020-02-28 17:50:31,10842,5
574,2020-02-28 17:55:31,10842,5
575,2020-02-28 18:00:31,10842,5
576,2020-02-28 18:05:31,10842,5
577,2020-02-28 18:10:31,10842,5
578,2020-02-28 18:15:31,10842,5
579,2020-02-28 18:20:30,10842,5
580,2020-02-28 18:25:31,10842,5
581,2020-02-28 18:30:31,10842,5
582,2020-02-28 18:35:31,10842,5
583,2020-02-28 18:40:31,10842,10
584,2020-02-28 18:45:31,10842,10
585,2020-02-28 18:50:31,10842,10
586,2020-02-28 18:55:31,10842,10
587,2020-02-28 19:00:31,10842,10
588,2020-02-28 19:05:31,10842,10
589,2020-02-28 19:10:31,10842,10
590,2020-02-28 19:15:31,10842,40
591,2020-02-28 19:20:32,10842,40
592,2020-02-28 19:25:32,10842,40
593,2020-02-28 19:30:31,10842,40
594,2020-02-28 19:35:31,10842,40
595,2020-02-28 19:40:31,10842,40
596,2020-02-28 19:45:31,10842,40
597,2020-02-28 19:50:31,10842,40
598,2020-02-28 19:55:31,10842,10
599,2020-02-28 20:00:31,10842,10
600,2020-02-28 20:05:31,10842,10
601,2020-02-28 20:10:31,10842,10
602,2020-02-28 20:15:31,10842,10
603,2020-02-28 20:20:31,10842,10
604,2020-02-28 20:25:31,10842,10
605,2020-02-28 20:30:31,10842,10
606,2020-02-28 20:35:31,10842,10
607,2020-02-28 20:40:31,10842,5
608,2020-02-28 20:45:31,10842,5
609,2020-02-28 20:50:30,10842,5
610,2020-02-28 20:55:31,10842,5
611,2020-02-29 12:05:31,10842,-1
612,2020-02-29 12:10:31,10842,-1
613,2020-02-29 12:15:32,10842,-1
614,2020-02-29 12:20:31,10842,-1
615,2020-02-29 12:25:31,10842,-1
616,2020-02-29 12:30:31,10842,-1
617,2020-02-29 12:36:36,10842,-1
618,2020-02-29 12:40:31,10842,-1
619,2020-02-29 12:45:31,10842,-1
620,2020-02-29 12:50:31,10842,-50
621,2020-02-29 12:55:31,10842,-50
622,2020-02-29 13:00:31,10842,-50
623,2020-02-29 13:05:31,10842,-50
624,2020-02-29 13:10:31,10842,-50
625,2020-02-29 13:15:31,10842,-50
626,2020-02-29 13:20:31,10842,-50
627,2020-02-29 13:25:31,10842,-50
628,2020-02-29 13:30:31,10842,-50
629,2020-02-29 13:35:31,10842,-50
630,2020-02-29 13:40:31,10842,-50
631,2020-02-29 13:45:31,10842,-50
632,2020-02-29 13:50:30,10842,-3
633,2020-02-29 13:55:31,10842,-3
634,2020-02-29 14:00:31,10842,5
635,2020-02-29 14:05:31,10842,5
636,2020-02-29 14:10:31,10842,5
637,2020-02-29 14:15:31,10842,5
638,2020-02-29 14:20:31,10842,5
639,2020-02-29 14:25:31,10842,5
640,2020-02-29 14:30:31,10842,5
641,2020-02-29 14:36:31,10842,5
642,2020-02-29 14:40:31,10842,5
643,2020-02-29 14:45:31,10842,5
644,2020-02-29 14:50:31,10842,5
645,2020-02-29 14:55:31,10842,5
646,2020-02-29 15:00:31,10842,5
647,2020-02-29 15:05:31,10842,5
648,2020-02-29 15:10:31,10842,5
649,2020-02-29 15:15:31,10842,5
650,2020-02-29 15:20:31,10842,5
651,2020-02-29 15:25:31,10842,5
652,2020-02-29 15:30:31,10842,5
653,2020-02-29 15:35:31,10842,5
654,2020-02-29 15:40:31,10842,5
655,2020-02-29 15:45:31,10842,5
656,2020-02-29 15:50:31,10842,5
657,2020-02-29 15:55:31,10842,5
658,2020-02-29 16:00:31,10842,5
659,2020-02-29 16:05:31,10842,5
660,2020-02-29 16:10:30,10842,5
661,2020-02-29 16:15:31,10842,5
662,2020-02-29 16:20:31,10842,5
663,2020-02-29 16:25:32,10842,5
664,2020-02-29 16:30:31,10842,5
665,2020-02-29 16:35:31,10842,5
666,2020-02-29 16:40:31,10842,5
667,2020-02-29 16:45:31,10842,5
668,2020-02-29 16:50:31,10842,5
669,2020-02-29 16:55:31,10842,5
670,2020-02-29 17:00:31,10842,5
671,2020-02-29 17:05:31,10842,5
672,2020-02-29 17:10:31,10842,5
673,2020-02-29 17:15:31,10842,5
674,2020-02-29 17:20:31,10842,5
675,2020-02-29 17:25:31,10842,5
676,2020-02-29 17:30:31,10842,5
677,2020-02-29 17:35:31,10842,5
678,2020-02-29 17:40:31,10842,15
679,2020-02-29 17:45:31,10842,15
680,2020-02-29 17:50:31,10842,15
681,2020-02-29 17:55:31,10842,20
682,2020-02-29 18:00:30,10842,20
683,2020-02-29 18:05:31,10842,20
684,2020-02-29 18:10:31,10842,20
685,2020-02-29 18:15:31,10842,20
686,2020-02-29 18:20:31,10842,20
687,2020-02-29 18:25:32,10842,20
688,2020-02-29 18:30:31,10842,20
689,2020-02-29 18:35:31,10842,20
690,2020-02-29 18:40:31,10842,20
